LotArea,YearBuilt,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,TotRmsAbvGrd,SalePrice
18211,1967,872,312,3,4,6,1110082
19334,1984,695,1282,1,5,9,1197406
9877,1981,625,1180,1,5,8,695391
10785,1973,761,13,2,4,6,675810
19833,1956,1386,76,3,3,7,1162477
8922,1962,1423,1362,2,5,8,782512
12090,2018,654,408,2,2,5,768395
6330,1991,607,393,2,3,7,468860
8686,1980,1946,219,2,3,5,655844
18407,1975,534,743,2,4,6,1118807
19622,1981,1567,432,3,5,7,1274615
19038,2001,1154,805,3,2,6,1222075
5902,1969,1222,1478,3,5,9,640997
18198,1989,1497,1163,3,2,4,1224161
16205,2008,915,987,1,5,7,1087389
8670,1963,1499,653,3,4,6,674894
11143,1993,784,816,3,2,4,724682
17179,1997,1970,754,3,4,7,1220405
6059,1992,1017,675,1,5,9,484680
4140,1965,526,831,2,2,4,399179
5789,1984,726,1119,1,2,5,475767
15818,2002,1948,27,3,5,7,1071821
4016,1983,1891,987,3,4,6,533704
17374,1952,1833,1253,1,2,5,1205770
16540,2017,1347,415,2,2,4,1081526
4464,1954,1628,1479,1,2,4,538348
8471,1959,517,24,1,5,8,548488
5827,2001,1728,1427,3,3,6,667498
15220,1978,542,672,1,5,8,928132
12711,1980,588,541,1,4,7,811172
9956,2015,1085,164,1,3,6,693466
4089,2018,656,207,1,2,4,329836
8815,1986,1789,948,1,2,6,714590
6851,1976,633,984,1,3,6,538054
6843,1982,963,613,3,2,6,519259
16917,2017,1655,372,3,2,4,1106881
14076,2008,1240,617,3,5,8,954868
19534,2013,1557,68,3,5,9,1184253
16363,1993,582,1376,1,4,8,1039159
19972,1998,1428,100,1,2,6,1211350
13117,2002,1655,0,1,4,8,860476
15926,1998,1951,350,1,4,8,1061625
10543,2015,1365,6,3,3,6,739504
9901,2012,703,317,3,3,6,693434
4969,1974,1859,622,1,2,5,512078
5094,1953,1461,508,1,3,7,500902
10124,2000,996,185,1,4,8,669266
11347,1960,941,727,1,5,7,810779
7195,1966,1327,461,2,3,7,599685
5404,2015,1781,342,2,4,6,534704
15556,2019,1815,634,2,3,5,1083942
10940,2022,1648,712,2,2,5,818574
8290,2018,1370,1031,1,3,7,703256
7982,1978,1698,575,1,5,9,653247
16515,2022,1368,135,1,2,4,1003860
19790,2021,579,382,2,3,5,1165311
16205,1969,1311,185,2,5,9,1015116
9555,1976,1414,638,1,4,6,728013
11954,1957,1828,927,2,3,7,900362
16748,2010,1867,1395,3,3,7,1220413
8713,1977,1069,963,2,4,6,679834
7092,2019,1614,560,2,4,7,620916
8159,1952,1361,1189,2,3,7,686003
10308,2018,668,897,2,5,7,719999
14266,2022,1857,638,1,4,6,986771
11478,1956,1511,320,3,4,6,807286
19347,2009,735,1180,1,5,9,1192511
12476,1953,898,857,2,3,7,868410
17971,1954,1087,997,2,2,6,1111394
18616,1960,1320,284,2,3,5,1121119
8933,1964,1512,1051,2,3,6,756831
8926,2013,976,350,2,2,5,584968
13379,1962,1344,82,3,3,7,875630
7969,1956,1084,665,1,3,7,583658
6965,1955,1611,1393,2,4,8,668528
8319,2005,1114,540,3,5,8,664549
12975,2013,1105,1418,1,3,6,958929
19505,1999,1460,479,1,2,6,1181728
11108,1979,1277,212,1,2,4,726295
13141,1971,1776,929,2,4,7,998014
7939,1974,857,359,2,3,7,551870
19389,1977,1581,213,3,3,6,1181864
4044,1988,1922,303,3,3,5,478610
5810,2016,1020,1178,1,3,5,553230
8566,1954,1024,1403,2,2,5,697024
14273,2014,1940,199,1,2,6,975727
18988,1964,892,237,1,4,7,1083617
15690,2016,1745,670,3,3,7,1103408
13021,1989,1852,1190,2,2,5,989559
5909,2018,1895,1249,3,3,5,646450
10364,1992,652,878,2,5,8,760582
18179,1950,1392,250,1,5,9,1077318
6581,1971,1483,1303,1,2,6,650516
4691,2011,979,475,1,5,7,430023
16211,1975,1082,497,2,5,9,1021363
17678,1967,1356,977,1,2,6,1124859
4931,1997,519,996,2,4,6,442433
17128,1958,1092,700,2,5,9,1098921
11910,1950,727,1434,3,3,7,834423
19346,1958,1869,783,1,5,8,1259842
18226,1972,518,428,3,4,7,1083630
17861,1994,943,538,2,4,7,1082628
18917,1951,867,900,1,4,7,1153424
19475,1963,1398,1466,1,4,7,1296258
10382,1987,1388,967,2,4,7,788293
7406,1989,1225,209,1,5,8,568871
18776,2012,646,490,2,5,7,1114533
12339,1965,929,470,1,5,8,780325
5032,1955,1347,567,1,5,9,492153
5311,1952,1963,663,2,4,6,571654
12579,1963,697,1486,3,4,7,899757
7121,2015,1496,549,2,3,6,608840
5873,2016,1810,197,1,5,9,519829
15780,1980,1064,520,2,4,6,993334
13107,1982,868,1348,2,3,7,877118
14070,1950,1763,687,2,3,7,998261
10781,1993,1301,466,1,2,4,725552
19946,1964,1810,595,3,5,9,1307788
7748,1986,1199,138,3,4,6,553854
4277,1976,1918,1014,1,5,9,523930
14169,1997,1495,241,3,3,5,926316
5859,1976,1017,315,2,5,8,516227
15228,1961,1274,666,2,2,4,979975
15563,2016,1060,732,3,2,6,1050662
18113,1979,559,134,3,4,8,1042920
18924,2015,1044,1211,3,4,7,1236015
9929,1956,1516,578,2,4,7,751109
10792,1983,802,1092,2,4,7,785584
8713,1981,1767,438,1,5,7,709327
17918,1988,1730,76,1,5,7,1149404
14374,1992,1898,399,2,3,5,997731
8675,1992,782,373,2,3,5,609120
5170,1952,977,1035,1,4,6,529449
12681,1995,1545,757,1,5,9,881372
14717,1981,1058,748,2,4,8,963434
13374,1992,848,763,3,3,7,903422
16671,1952,1169,416,2,5,7,1009928
16450,2012,757,206,3,4,7,967987
14680,1989,1154,340,2,2,6,906292
14068,1967,1570,720,1,3,7,970161
9308,2016,1550,310,1,2,4,701717
6462,2011,1550,1331,1,2,4,631855
17650,1959,1920,1316,2,5,7,1262368
13822,2001,644,624,2,2,6,850229
17492,2022,1086,1399,2,2,5,1199816
4287,1995,1021,1363,3,4,6,526476
9953,2004,1644,82,2,5,7,746143
8282,1995,1300,1475,3,4,7,786878
5907,2009,1985,1026,3,4,7,677994
5161,1975,881,1479,3,4,7,540155
4129,1976,1275,872,1,5,7,466425
10337,1987,1172,235,3,3,5,687423
6363,1971,1941,388,3,5,9,590281
12151,1975,826,392,1,4,8,778766
9983,2018,1914,746,3,3,7,864024
4143,1984,1820,29,2,2,6,453710
12207,2015,1129,981,2,3,7,882683
11469,2022,583,1171,1,5,9,775380
18758,2000,645,604,1,4,6,1110501
4244,1967,1694,282,3,2,6,434783
4926,1992,1857,237,3,2,4,516090
7178,1961,923,730,3,4,6,551010
19447,1952,1832,1342,1,2,5,1313617
6176,1956,1160,1360,3,2,4,592253
9002,1955,1262,30,2,2,4,612500
4886,1994,1068,977,2,5,7,496389
12532,1988,846,914,3,3,6,827696
14243,2000,1825,206,1,5,7,985727
7398,1958,846,902,2,2,5,571168
17721,1972,907,1252,1,5,9,1134893
16142,1961,632,582,2,2,4,959016
12497,2011,1113,1365,3,5,9,932825
13099,2022,1487,459,3,3,5,902984
6654,1989,605,135,1,4,7,477154
15984,2003,670,977,3,3,7,1026444
11392,1956,1139,283,1,5,7,739852
16234,1966,1773,849,1,5,7,1080494
5371,1999,761,350,2,3,6,419106
11135,1973,993,16,2,5,7,690131
4320,1951,1767,1238,3,4,8,558381
8654,1982,1974,1418,1,4,7,841886
16251,1970,1402,1422,2,3,7,1164598
9300,2002,789,413,3,2,6,635582
10761,1995,1786,1267,3,4,6,893100
10854,1994,1837,1118,2,5,7,907957
9505,1958,584,5,3,2,5,598922
17929,1955,1938,779,2,4,7,1204216
13323,2000,1852,86,1,2,5,935366
14770,1984,544,188,3,5,9,866091
10553,2002,1314,419,1,3,7,734401
8042,1968,832,1090,2,3,7,631550
15559,2018,964,247,1,5,9,947705
13009,1974,699,859,2,3,5,825454
17482,1960,1724,206,3,5,8,1140557
11498,1966,828,1228,3,3,5,824574
10636,1985,739,1342,3,4,6,843470
11362,1970,1297,1106,1,3,7,854853
4011,1967,1201,423,1,2,5,394531
4194,2009,1082,1105,1,3,7,509766
6537,1967,1156,548,2,3,7,551715
6842,1950,1882,486,3,3,6,637582
19216,1963,1220,132,1,3,6,1111556
6229,1957,859,114,2,4,6,446073
7009,2015,1901,376,1,5,9,652577
11984,2000,884,976,2,4,8,856418
16943,2009,1988,210,3,4,8,1122612
18209,1983,1745,131,1,2,5,1174680
19675,1985,1298,1397,3,5,9,1314662
19029,2011,864,153,1,5,9,1129882
6077,1950,571,919,2,2,6,488080
17907,1991,1763,1446,3,5,9,1292669
11845,1950,1003,951,1,3,5,805857
7867,2003,1937,805,1,5,8,722497
17407,1996,626,1389,3,2,4,1094671
19740,1988,1771,146,2,2,5,1242181
8873,1979,981,1150,3,2,6,720490
12635,1956,1835,1331,1,2,5,1007413
4297,1971,1967,714,3,4,6,540783
17095,1999,782,1141,3,5,9,1096867
9856,1994,1525,230,2,4,6,751430
13036,2021,573,450,2,2,4,800122
5015,1959,1587,1168,3,2,4,497327
5384,1963,1272,906,2,4,7,540930
13589,1995,846,1072,2,3,5,938488
12745,1955,823,106,1,5,8,791046
6350,1970,738,92,2,4,6,428470
16708,2011,1920,828,3,5,7,1193705
5269,1968,836,139,3,2,5,417949
5260,2011,840,1337,1,2,5,531345
11701,2002,1802,10,1,2,4,789862
12376,1973,1876,447,1,5,7,900106
8563,2005,1445,926,3,5,9,759124
10897,2011,1391,394,3,4,6,754056
14602,1983,1986,377,2,2,4,1006023
17594,1971,961,360,1,4,8,1068147
9672,2017,1816,682,2,3,5,820762
16623,2006,1297,1016,2,2,4,1140237
14401,1959,1232,641,3,2,5,968943
19519,2015,1930,572,2,3,6,1318000
9593,1957,661,996,1,4,7,696968
15864,1987,947,922,1,5,7,979698
19681,2011,1978,395,3,2,5,1270657
10155,1977,764,185,3,5,7,694285
9543,1959,1509,1244,3,2,6,784957
11240,1994,631,1323,1,2,5,816592
8683,2014,619,1198,3,5,9,705528
5881,2016,1742,370,1,2,4,582712
16488,1958,1940,1227,2,3,5,1169847
12713,1954,1171,607,3,4,8,827932
14079,1959,1004,281,3,3,7,875920
14744,1961,1823,1439,3,4,8,1088231
7809,2007,608,1056,1,3,7,589720
9807,1970,1761,81,2,3,6,659681
8883,1970,792,147,3,4,8,594391
11206,2014,1487,964,2,2,5,863274
8155,1952,1327,991,3,5,9,704977
8673,2018,686,947,1,5,9,672136
16608,2013,1559,494,2,5,8,1106041
17746,1998,755,1193,2,2,4,1113567
19995,2021,1958,722,3,3,5,1359111
15671,1966,1531,702,2,3,5,1060908
18325,2022,1247,1030,1,3,5,1189238
17210,1981,1701,1403,2,2,5,1208042
5409,2019,1765,825,2,4,6,577718
13886,1970,540,433,2,2,5,853473
16856,1956,1880,1057,2,5,8,1184060
9197,1956,1256,562,3,3,6,706121
19553,1976,612,137,3,2,5,1060399
11452,1957,1267,366,2,2,5,770940
12718,2022,1689,105,2,2,6,872617
18859,1977,1353,793,1,4,7,1172297
14852,2015,577,1055,3,3,5,955477
19515,2020,1218,635,3,2,5,1237105
19699,1996,1377,986,3,2,4,1287166
6172,1959,1719,957,2,5,8,629891
17158,1982,901,1191,3,3,5,1147748
4279,1956,1332,854,1,2,5,465839
15156,1952,563,77,1,2,6,870510
7977,1963,1151,208,1,2,4,540545
6669,1993,1385,1434,1,2,4,653051
15085,1995,1948,7,1,3,6,990213
18180,2010,1565,736,3,2,4,1172854
11825,1985,872,226,2,4,7,787071
13943,1962,805,174,2,2,6,819515
7981,1965,708,80,2,4,8,530173
8769,1954,966,1080,2,3,6,669489
9247,1987,1431,1158,3,2,5,795138
14553,1999,1827,237,3,5,9,998644
8427,1987,1915,1495,3,4,6,818221
17461,2005,1676,1240,1,4,6,1211580
10135,2012,1146,1049,2,2,4,776540
9573,1997,861,186,3,5,9,641480
8131,2008,1787,629,3,5,8,705110
13900,1993,1739,1139,3,2,6,1024916
17731,2004,1220,1013,2,3,5,1157943
11189,2004,1215,814,2,3,6,818982
18541,1950,1042,613,1,2,5,1104423
14878,1957,693,891,1,3,5,906639
15087,1953,1151,1186,1,5,8,999783
17667,2002,1550,1437,2,3,5,1214380
8535,2007,1569,177,1,3,7,650074
6776,1986,1146,984,1,3,6,605134
13311,1998,1453,279,3,2,4,871073
15180,2016,1581,797,2,2,4,1055102
16451,1968,1536,1235,1,4,8,1142461
16435,1950,1448,1077,1,3,6,1135956
11697,1978,1460,66,2,2,5,822321
18629,1982,548,543,1,5,8,1106381
12386,2001,1302,519,2,4,7,870782
4662,1990,1617,498,2,5,9,512250
12671,1972,1106,945,2,3,7,865622
12044,1954,1974,1454,1,5,8,958315
8218,2020,1902,726,1,4,6,693532
13615,2006,509,1069,1,3,6,883498
19034,1955,1173,1058,2,2,5,1191265
9060,1998,1225,188,1,5,7,659578
19811,1971,1015,1112,3,5,8,1242062
14900,1953,723,1358,2,4,6,999067
15367,2021,1904,946,1,2,6,1079381
9874,2013,1825,135,2,3,5,716027
9581,1986,702,545,1,3,7,623281
16006,1980,1441,792,2,3,6,1054655
6014,1986,1088,1136,3,4,6,583479
7789,1994,1070,1195,2,5,7,662060
16997,1957,1456,1362,2,5,8,1160221
14635,1989,695,554,2,5,9,897317
13103,1954,1845,893,1,5,7,890512
17648,1977,917,945,2,4,6,1109109
11148,1958,1865,524,1,4,7,829376
11766,1951,1912,173,2,2,6,818663
15405,2012,508,636,1,4,7,937212
6364,2000,1031,1355,1,5,7,626104
18022,1980,648,206,1,3,6,1041689
7629,1956,882,1366,1,2,5,647602
9919,1979,1535,948,2,3,7,775641
19886,2007,975,103,2,3,7,1135624
9675,1952,1078,1063,1,5,8,722225
15664,2000,1576,1046,1,4,7,1102463
12872,2005,1959,1275,1,4,7,1019731
17621,2022,705,289,3,4,6,1036807
10638,1959,1485,1225,3,5,9,882140
8651,2010,1414,1178,2,5,7,732577
4609,1999,1244,566,3,3,7,460700
11940,1996,1412,1129,3,2,6,909081
14348,1950,553,1283,1,4,6,947671
7866,2006,1501,963,1,4,6,709666
4371,1987,843,1223,3,2,5,482343
10998,2011,1692,837,3,3,7,841355
4615,2019,1684,1240,3,3,7,610026
10911,2014,1202,410,1,2,6,725116
10010,2011,1026,881,2,4,7,739910
6253,2005,1810,1140,3,5,9,659449
8942,2016,911,885,2,5,9,689683
16330,1966,1068,423,2,2,4,979986
4864,1957,698,1235,3,4,6,498044
5268,2009,1684,154,2,2,5,503204
11454,1989,1274,1286,1,3,7,880475
17666,2011,888,150,3,3,6,1056102
12976,1990,973,211,3,5,7,838670
8571,1961,1904,1215,3,3,7,769140
16370,2003,1264,880,3,3,7,1080239
9229,1960,1091,754,1,2,5,666922
6237,2009,1647,1121,1,2,6,625998
8054,2017,1595,540,2,4,8,669622
17087,1995,1481,700,3,2,4,1137081
4935,1987,1493,171,3,4,7,520585
16172,2010,667,370,2,5,7,983396
10394,1966,783,1178,1,2,5,727188
11891,2015,1559,1163,3,2,4,941878
14530,2021,1323,912,2,2,5,988830
17956,1985,1698,801,1,5,9,1200281
19560,1956,1722,255,2,2,6,1216985
4325,1965,1639,989,2,3,6,523170
13726,1963,1838,675,1,2,5,949627
15672,1974,1743,863,3,4,7,1102897
11774,1953,1390,415,1,3,6,785043
7861,1978,633,328,3,2,6,527402
5985,2005,621,1401,1,2,5,504951
18252,1955,1332,917,3,5,9,1191539
8932,1950,1521,1289,3,4,8,820900
8603,1988,1944,1162,2,3,6,737099
6778,1950,1394,961,2,3,7,564916
19960,2012,788,823,3,5,8,1233849
18407,2006,1576,248,1,3,7,1159560
13462,2016,1728,744,3,3,6,958201
12832,2014,1871,307,1,4,7,912922
19275,2014,1574,572,3,2,4,1234319
18166,1970,1338,1242,1,2,4,1180251
16895,1979,1411,797,2,3,6,1116876
11754,1982,539,1000,1,4,6,761050
18246,1997,749,760,2,5,9,1142656
8078,1971,717,292,1,2,5,492841
16853,2003,678,409,2,3,6,1000602
5367,1953,682,197,1,3,6,384298
8042,2004,1687,79,3,4,6,641572
18389,1993,1900,1408,1,4,6,1282893
18041,1961,1204,136,2,4,8,1091927
6575,2001,996,212,2,3,5,491683
10754,2014,1096,618,1,4,6,727944
15795,2014,960,959,3,3,7,1032182
5581,1959,973,1230,1,2,5,523962
5986,1967,1184,1156,1,3,6,552446
6240,1996,1560,165,2,3,7,526804
7966,2015,818,429,3,2,4,597963
14297,1998,1935,1203,3,4,8,1081111
11604,2021,855,120,3,4,8,747098
19470,1971,1116,1197,3,3,6,1252190
12320,1975,728,330,1,3,5,775789
9968,1958,1228,1091,3,2,5,773673
16993,1970,1787,1161,3,4,7,1216474
16188,2012,1060,1331,3,2,6,1092705
13043,1955,1875,1353,2,3,6,1046510
11493,1963,1965,1261,2,3,6,952762
8103,1982,1134,1099,2,2,5,701209
6076,2020,958,1174,3,2,4,581988
9231,1973,524,619,1,5,7,605633
6994,2022,1654,1339,1,5,8,701041
7744,2000,869,36,2,4,8,536892
18466,1951,1959,963,2,2,6,1249729
18523,1964,1747,844,3,4,7,1231267
17986,1984,1511,1149,2,5,7,1220219
14948,1985,1110,796,2,4,8,993592
9594,1988,1875,285,2,5,9,735811
11531,1953,1720,1263,2,2,4,898383
11371,2013,608,886,1,2,4,783602
18547,1955,1743,219,3,4,8,1199057
5644,2006,1219,1030,1,2,5,528022
16563,1979,1842,215,2,4,8,1120425
7144,2016,1605,680,3,4,6,639571
17990,1964,931,292,3,5,7,1089140
18083,1966,1531,42,1,3,5,1117823
4242,1967,1135,1330,1,4,6,477756
8085,1968,1672,1116,2,5,8,710894
11954,2018,1621,1292,1,5,9,954211
11269,1973,1624,692,2,5,7,845521
11130,1997,866,1238,2,3,5,809062
10828,1979,1985,958,2,2,4,847293
12362,1964,1424,113,3,4,8,852343
12844,1996,913,1208,3,4,6,923132
18220,1993,1782,920,1,2,6,1227852
10331,1976,855,1148,1,2,5,767951
7512,2013,510,1128,3,5,7,578546
17397,1990,1939,236,1,5,8,1137929
5499,2017,1773,652,2,2,6,537230
14291,1954,1645,157,2,4,7,950964
6158,2002,564,1497,3,2,4,596530
14164,1957,1825,907,1,2,5,1001713
19212,1971,624,960,1,3,6,1148918
16117,1956,811,1297,3,3,6,1074936
9162,1971,1714,852,2,5,8,775517
14450,1995,1274,1140,2,5,8,1017977
8039,1979,1501,885,1,4,8,693397
6035,1965,1372,59,3,2,6,484637
15463,1954,1973,400,3,2,4,1057775
11977,2016,1193,827,2,3,7,830569
4857,1972,1682,1203,2,4,8,600976
7823,2010,1876,1255,1,2,4,724805
10770,1954,1489,475,3,4,8,792434
13241,1972,1298,654,1,3,5,866312
16182,1974,1173,844,1,2,4,1029132
4298,1957,1786,923,3,3,7,522575
11244,1970,1411,1268,3,3,6,891544
4923,1951,905,637,2,3,5,465212
8232,1971,1495,648,3,2,5,656927
17331,2021,1540,212,1,4,6,1074803
18775,2021,1136,1482,1,2,6,1262645
8306,2017,1783,989,3,3,6,743327
6799,2013,1389,803,1,5,7,659462
17862,1968,1878,127,3,4,8,1127790
10578,2002,988,951,2,5,8,797919
8875,2001,1737,216,2,3,7,658617
9326,1996,738,710,3,2,6,644560
16254,2003,679,19,1,4,7,908803
10582,1993,1942,1083,3,5,7,887545
16237,1956,1666,674,3,2,4,1104213
5802,1950,816,713,2,4,8,482224
14905,2012,1767,738,3,3,5,1082184
17353,1988,731,1152,2,3,6,1118488
16698,1968,1826,556,2,3,6,1093667
19882,1980,830,196,3,2,6,1143560
15045,1973,1060,935,3,2,6,1023123
6657,2018,1448,677,3,3,6,593662
16714,2014,747,503,3,3,6,1036383
7346,1982,782,1270,2,4,8,607598
13663,2008,1810,737,3,5,9,991197
6949,1982,1439,791,2,4,7,614089
4941,1981,531,1283,2,5,9,460569
5907,2008,1029,1370,1,2,4,597506
8837,1990,880,196,2,4,7,544936
17680,1961,562,1130,1,2,5,1086904
12105,2022,627,780,3,2,6,817859
5243,1960,662,743,1,5,9,431508
9696,1968,1457,1183,3,5,8,769176
17543,2003,1774,421,2,4,8,1161649
16615,2006,794,1230,1,4,6,1071008
5466,1991,678,1336,3,4,8,524529
18387,2020,728,431,3,5,8,1135069
7957,1980,1382,925,1,3,7,691902
5966,2001,893,234,1,3,6,441123
4375,1951,1191,326,3,5,7,410257
4262,1987,1919,933,3,4,7,504314
8362,1981,571,478,2,3,5,535312
10502,1959,817,427,3,2,4,676511
15580,1957,1094,665,1,3,5,1003508
15587,1969,878,1123,3,3,5,1039187
14136,1969,1406,1261,3,5,7,1055361
11833,1958,635,1130,1,5,9,819435
5893,2021,1229,857,2,3,5,559565
18189,1964,1901,1387,3,2,6,1284351
18987,2012,1642,641,1,2,6,1227008
12106,1970,1405,810,1,4,8,858336
15826,1954,1029,1066,1,3,6,1033342
5652,1984,1434,574,1,3,6,525836
9540,2017,1165,1096,2,2,4,758065
16333,1997,1022,1018,1,5,9,1058407
7892,2011,886,1327,3,3,6,705969
4599,1984,1073,1028,2,2,6,506744
8815,2019,1082,802,1,3,6,649578
5912,1970,1072,1372,3,5,9,560604
13484,1988,1143,399,2,4,7,870972
12792,1983,1072,594,3,5,7,855092
12572,1964,1369,1456,2,5,7,927371
8213,1955,1792,1130,1,2,4,716825
7637,2015,1046,116,3,2,6,586091
14355,2005,937,382,1,5,7,910294
19989,1998,1054,858,2,2,4,1251431
16547,1950,610,81,1,5,8,957903
13290,2014,1845,831,1,5,8,1001725
9599,1977,1026,872,3,3,6,719544
10448,1969,676,652,1,5,7,719265
18342,1997,1173,733,1,4,7,1135821
12557,2021,1123,1433,1,2,5,894364
17945,2014,1443,69,2,4,6,1135633
14762,2000,972,386,3,2,5,959654
15611,1992,1493,523,3,5,9,1041580
17749,1998,1378,296,1,4,7,1088562
18312,1974,1911,616,3,3,7,1231668
11382,1990,1621,718,2,5,8,838073
14668,2020,1934,1088,2,5,8,1096795
12982,2013,1898,177,1,5,9,915191
7569,2010,669,1031,1,3,5,577625
11707,1961,1513,1182,2,4,8,920137
4746,2018,555,10,2,5,7,364344
18702,1963,824,784,2,4,7,1137074
12504,1983,1157,410,1,5,7,846452
8633,1997,1456,891,2,5,7,728480
4920,2010,759,606,1,5,9,421197
13269,1984,1140,154,2,3,5,863343
19900,2014,1061,1229,2,5,7,1287683
17778,2008,839,1138,3,4,8,1087531
11008,1985,903,1402,2,5,7,842011
19523,1968,1031,598,1,4,6,1136066
15021,1991,1697,823,2,4,8,1097119
6381,2018,1294,349,3,2,6,550996
7618,1968,1683,1121,2,4,8,713946
12989,1988,1533,942,2,2,4,953398
8443,2018,1093,18,2,3,6,552990
4272,2001,1779,312,1,5,9,480954
15202,1961,1116,926,2,3,7,982300
17007,1996,1151,527,2,3,5,1058792
5773,1985,1213,556,2,4,7,524768
19773,2012,843,444,3,5,8,1179866
6547,2000,1896,230,1,5,7,551542
7164,1992,1958,624,1,3,7,663586
8780,1983,545,1010,3,2,4,658697
18414,1998,1403,888,1,2,5,1162099
16909,1967,554,358,3,4,8,975999
18327,2010,1601,1406,2,2,5,1261100
19576,2006,1355,43,1,2,5,1193829
4946,1954,1795,1388,2,3,6,636425
18693,1973,1159,876,2,2,5,1196834
14857,2013,610,1134,1,5,9,1012664
4506,2008,1538,222,2,3,7,475246
17870,1987,577,1409,2,3,7,1143651
19540,1982,1000,901,3,2,4,1194578
10719,1959,1087,1288,1,5,9,776555
19605,1986,917,270,2,5,8,1144959
12435,1960,774,211,3,2,5,767072
12697,1973,1720,1337,1,5,9,1028506
16709,2020,1899,1410,2,4,8,1222830
19679,1970,1586,246,2,4,6,1216205
15350,1969,1884,947,2,2,6,1093201
10360,1959,1472,820,2,3,5,789015
11657,1996,1490,1373,2,3,7,953505
7590,1996,1633,71,1,5,7,625257
19637,1964,693,1319,1,4,8,1217354
14064,1993,1982,1236,3,3,7,1070416
15985,2011,1354,294,3,5,9,1026093
19344,1955,1298,170,3,4,6,1166156
5192,2015,800,245,1,3,6,394383
16617,1953,1467,1164,1,5,7,1147959
16937,1972,1067,616,1,2,6,1028235
5464,1962,1171,239,2,2,5,478908
4390,1980,648,310,1,3,5,363103
9615,1965,1268,1439,1,5,7,764822
16668,1990,1984,397,2,4,7,1152954
15569,1950,638,922,3,2,6,947990
17029,1961,1360,791,3,4,7,1151969
10106,2005,791,21,3,5,9,672885
17107,1999,834,1101,2,2,5,1138389
12864,1969,1198,812,2,3,5,834159
6560,2015,1707,903,2,2,4,641338
9867,1985,806,1498,1,3,5,758733
19284,1987,1424,831,3,4,8,1238422
5211,1971,1480,1376,2,2,6,602240
13121,2010,1397,1394,2,5,8,991735
5539,1999,1785,1044,3,4,8,653367
13104,2008,1426,506,3,4,8,897193
4643,1969,1833,159,1,3,6,423714
16714,1985,843,743,3,5,9,1044882
12693,1964,1947,1384,2,4,7,1023418
12921,2011,1156,812,1,2,6,901187
5283,1952,760,1320,3,3,7,498622
11680,1954,1885,1375,1,5,7,956617
14310,2005,668,179,2,3,7,858728
18813,1980,1159,1495,2,3,6,1254196
11345,1984,699,1418,2,4,7,864110
16744,2020,1908,212,2,2,4,1094466
18524,2019,1835,529,1,2,5,1184542
8386,1975,1081,1418,1,5,7,713215
19879,1950,1835,26,2,5,9,1221800
16028,1956,1065,938,1,2,4,1041577
4919,1985,894,869,2,3,7,467905
16242,1974,850,1472,2,3,6,1091563
6339,2008,527,437,3,2,4,465018
18257,2010,1131,284,1,4,7,1056637
12947,1978,1656,660,3,3,6,935992
17946,1967,879,648,2,2,5,1108721
9930,1990,1027,188,3,4,7,691677
9402,1968,1810,1222,2,3,6,783405
9663,1953,1807,1125,2,5,7,815479
14061,2014,1402,478,2,3,6,940264
16664,1990,1306,602,1,3,5,1072084
9275,1964,726,1014,2,2,4,674830
4507,2003,1950,1247,2,3,5,535719
5436,2013,526,516,1,3,6,399316
14767,2021,1855,1464,1,4,7,1114280
15618,1964,1640,915,2,2,4,1057591
12750,1999,588,229,1,4,7,759843
11354,1971,1118,868,2,5,7,808095
15294,1967,621,1137,3,3,6,985826
18595,1951,1365,1207,1,2,5,1223033
8516,1985,532,758,3,5,7,643577
17840,1969,1102,33,2,2,5,1038004
7622,1965,1195,295,1,3,5,571308
8399,2016,1387,452,1,2,4,652036
9037,1979,1921,1429,2,2,5,852948
16249,2004,1024,1150,1,4,7,1089475
12111,2015,1547,141,1,2,4,855177
19398,1975,1848,647,1,2,4,1260853
19848,2006,533,127,3,4,6,1092844
7715,2018,746,834,2,3,7,626018
18877,1951,1542,924,2,5,8,1254152
11837,2005,1553,729,2,4,8,894523
5301,2011,548,1373,1,3,5,474217
11370,1983,1411,462,1,3,7,812577
9185,2005,679,1267,1,5,7,725103
6155,2004,1893,563,2,3,7,576564
10411,1969,1237,1209,3,4,8,835025
10365,1999,1918,1256,2,3,6,891206
18115,1974,1089,513,2,5,8,1118336
17841,1974,995,0,3,5,9,1052073
19449,2002,930,1262,1,4,6,1199161
4692,1963,1730,1078,1,4,7,547926
16542,2009,1558,1441,2,3,7,1195222
5478,1992,1936,1471,3,5,7,665720
10396,2011,863,337,2,5,8,701964
12448,2018,809,907,2,3,7,839231
14622,2012,1481,817,3,5,7,1025920
4441,1951,1802,1300,3,4,6,545814
14073,2003,1675,1033,1,4,8,1033559
6646,1965,726,1364,2,3,5,581185
9209,2004,1766,1127,3,3,7,794606
16012,1992,509,344,3,3,5,967447
10533,2010,1915,1393,3,4,8,942582
8677,1987,547,976,3,4,7,645913
11211,1994,703,882,2,5,7,802244
13927,2000,1488,197,2,4,8,951514
15927,1991,1393,1037,2,3,7,1067837
6645,1973,656,871,3,2,4,509545
12210,1979,1354,1361,1,2,5,866057
13316,1986,525,541,3,2,6,809026
16177,2002,920,456,2,2,5,984302
14846,2012,1260,749,2,2,4,959175
11933,1960,1273,1459,2,4,7,896082
